damage_class,road_type,relative_bbox_area,cluster_count,priority
Alligator,city_road,0.093,1,LOW
Longitudinal,city_road,0.177,3,LOW
Longitudinal,city_road,0.197,3,LOW
Transverse,city_road,0.065,4,LOW
Pothole,city_road,0.152,5,MEDIUM
Longitudinal,major_district_road,0.275,2,LOW
Alligator,city_road,0.272,2,LOW
Alligator,state_highway,0.174,6,HIGH
Pothole,major_district_road,0.146,4,MEDIUM
Longitudinal,city_road,0.128,2,LOW
Transverse,major_district_road,0.09903935733025493,1,LOW
Transverse,major_district_road,0.097,4,LOW
Pothole,city_road,0.288,3,MEDIUM
Alligator,national_highway,0.212,4,HIGH
Longitudinal,major_district_road,0.249,2,LOW
Pothole,state_highway,0.087,3,HIGH
Longitudinal,city_road,0.055,1,LOW
Longitudinal,city_road,0.368,1,LOW
Alligator,city_road,0.076,2,LOW
Longitudinal,major_district_road,0.1,2,LOW
Alligator,city_road,0.326,3,MEDIUM
Pothole,state_highway,0.192,4,HIGH
Transverse,city_road,0.23172859597283532,3,LOW
Transverse,major_district_road,0.097,3,LOW
Alligator,city_road,0.156,2,LOW
Alligator,city_road,0.056,4,MEDIUM
Pothole,city_road,0.286,3,MEDIUM
Longitudinal,major_district_road,0.18,5,LOW
Pothole,city_road,0.306,3,MEDIUM
Transverse,city_road,0.155,5,LOW
Longitudinal,state_highway,0.09299952468285948,2,LOW
Pothole,city_road,0.217,1,MEDIUM
Alligator,city_road,0.04484613996903357,1,LOW
Longitudinal,national_highway,0.146,3,LOW
Longitudinal,national_highway,0.033,3,LOW
Transverse,major_district_road,0.049,5,LOW
Alligator,major_district_road,0.252,1,MEDIUM
Longitudinal,major_district_road,0.1816759448445632,1,LOW
Pothole,city_road,0.144,1,MEDIUM
Transverse,major_district_road,0.051,2,LOW
Pothole,city_road,0.322,1,MEDIUM
Alligator,state_highway,0.226,1,MEDIUM
Alligator,major_district_road,0.212,1,MEDIUM
Longitudinal,state_highway,0.14797770090396103,2,LOW
Alligator,national_highway,0.315,3,HIGH
Pothole,city_road,0.08128284234023403,5,MEDIUM
Pothole,rural_road,0.03511507185959863,1,LOW
Pothole,city_road,0.139,1,MEDIUM
Longitudinal,city_road,0.131,1,LOW
Pothole,major_district_road,0.10289623210094186,1,MEDIUM
Alligator,city_road,0.14038348571731016,3,MEDIUM
Transverse,city_road,0.092,6,LOW
Longitudinal,city_road,0.054,2,LOW
Pothole,major_district_road,0.24,3,MEDIUM
Transverse,national_highway,0.15091044805201795,1,MEDIUM
Pothole,national_highway,0.065,1,HIGH
Longitudinal,city_road,0.02,1,LOW
Pothole,major_district_road,0.17208501561186898,1,MEDIUM
Transverse,city_road,0.127,3,LOW
Alligator,city_road,0.036,5,MEDIUM
Pothole,rural_road,0.091,4,LOW
Alligator,city_road,0.121,2,LOW
Pothole,major_district_road,0.1598269840928098,4,HIGH
Alligator,major_district_road,0.307,2,MEDIUM
Pothole,city_road,0.10500040751073927,6,MEDIUM
Pothole,city_road,0.26,1,MEDIUM
Pothole,major_district_road,0.04104103908327076,1,MEDIUM
Transverse,city_road,0.168,4,LOW
Pothole,major_district_road,0.111,4,MEDIUM
Longitudinal,major_district_road,0.10694891223063105,8,MEDIUM
Transverse,city_road,0.211,3,LOW
Alligator,city_road,0.08162608058016126,1,LOW
Transverse,state_highway,0.112,2,MEDIUM
Longitudinal,major_district_road,0.069,5,LOW
Pothole,major_district_road,0.1,1,MEDIUM
Transverse,state_highway,0.06703771835413494,7,MEDIUM
Transverse,national_highway,0.191,1,MEDIUM
Alligator,city_road,0.033,3,LOW
Alligator,city_road,0.075,3,LOW
Transverse,city_road,0.158,2,LOW
Transverse,national_highway,0.225,2,MEDIUM
Longitudinal,city_road,0.01,7,LOW
Pothole,rural_road,0.182,2,LOW
Pothole,city_road,0.1441251669341609,1,MEDIUM
Pothole,city_road,0.437,1,MEDIUM
Alligator,city_road,0.027,6,MEDIUM
Transverse,state_highway,0.182,2,MEDIUM
Pothole,rural_road,0.095,2,LOW
Pothole,rural_road,0.475,1,LOW
Pothole,national_highway,0.114,1,HIGH
Alligator,city_road,0.219,5,MEDIUM
Pothole,city_road,0.09872149727212602,4,MEDIUM
Pothole,major_district_road,0.143,5,HIGH
Alligator,national_highway,0.12598862891646873,1,HIGH
Pothole,city_road,0.114,1,MEDIUM
Pothole,major_district_road,0.149,4,HIGH
Pothole,major_district_road,0.023616268144628843,5,MEDIUM
Alligator,national_highway,0.108,1,HIGH
Pothole,major_district_road,0.052,4,MEDIUM
Pothole,major_district_road,0.152,3,MEDIUM
Alligator,city_road,0.114,7,MEDIUM
Longitudinal,city_road,0.11,3,LOW
Transverse,rural_road,0.048,1,LOW
Pothole,city_road,0.046,2,MEDIUM
Pothole,major_district_road,0.201,3,MEDIUM
Transverse,city_road,0.133,5,LOW
Pothole,city_road,0.288,2,MEDIUM
Pothole,city_road,0.063,3,MEDIUM
Longitudinal,rural_road,0.165,2,LOW
Pothole,city_road,0.05,3,MEDIUM
Pothole,national_highway,0.172,1,HIGH
Pothole,major_district_road,0.137,3,MEDIUM
Alligator,state_highway,0.03717429317829925,3,HIGH
Longitudinal,city_road,0.052896781850505815,2,LOW
Transverse,city_road,0.123,4,LOW
Pothole,rural_road,0.171,2,LOW
Pothole,city_road,0.236,1,MEDIUM
Longitudinal,rural_road,0.024290949160239342,1,LOW
Alligator,major_district_road,0.10063138756628928,3,MEDIUM
Pothole,major_district_road,0.185,2,MEDIUM
Longitudinal,state_highway,0.449,2,LOW
Alligator,city_road,0.186,1,LOW
Pothole,city_road,0.07,2,MEDIUM
Alligator,city_road,0.056,3,LOW
Pothole,city_road,0.015,2,MEDIUM
Alligator,city_road,0.125,4,MEDIUM
Alligator,rural_road,0.109,1,LOW
Longitudinal,major_district_road,0.020814591328139665,2,LOW
Alligator,rural_road,0.331,3,LOW
Transverse,city_road,0.058,2,LOW
Alligator,city_road,0.101,6,MEDIUM
Alligator,city_road,0.165,2,MEDIUM
Transverse,city_road,0.09448175946178396,1,LOW
Pothole,state_highway,0.236,4,HIGH
Longitudinal,major_district_road,0.168,3,LOW
Longitudinal,major_district_road,0.088,1,LOW
Alligator,state_highway,0.167,3,HIGH
Pothole,city_road,0.176560793895854,2,MEDIUM
Longitudinal,state_highway,0.075,2,LOW
Pothole,major_district_road,0.151,3,MEDIUM
Pothole,city_road,0.063,4,MEDIUM
Longitudinal,national_highway,0.109,4,MEDIUM
Transverse,city_road,0.107,6,LOW
Longitudinal,major_district_road,0.083,2,LOW
Pothole,rural_road,0.162,3,LOW
Pothole,state_highway,0.01,2,HIGH
Alligator,state_highway,0.133,2,HIGH
Pothole,city_road,0.117,5,MEDIUM
Longitudinal,state_highway,0.021745334660394803,1,LOW
Pothole,major_district_road,0.08160225208929643,1,MEDIUM
Pothole,city_road,0.206,3,MEDIUM
Longitudinal,city_road,0.206,1,LOW
Pothole,major_district_road,0.065,1,MEDIUM
Transverse,state_highway,0.04499295966570099,4,MEDIUM
Alligator,major_district_road,0.2031963725536246,3,MEDIUM
Longitudinal,city_road,0.122,1,LOW
Alligator,national_highway,0.249,3,HIGH
Longitudinal,city_road,0.22856595723243012,2,LOW
Pothole,rural_road,0.199,2,LOW
Alligator,major_district_road,0.374,2,MEDIUM
Alligator,city_road,0.07,1,LOW
Pothole,city_road,0.053,4,MEDIUM
Transverse,city_road,0.117,3,LOW
Transverse,major_district_road,0.146,5,LOW
Alligator,city_road,0.317,5,MEDIUM
Alligator,national_highway,0.29,1,HIGH
Pothole,state_highway,0.07085867660286932,1,HIGH
Pothole,major_district_road,0.08899436946070335,6,HIGH
Pothole,city_road,0.368,4,MEDIUM
Pothole,rural_road,0.11789482798026231,2,LOW
Pothole,state_highway,0.043,1,HIGH
Transverse,city_road,0.12,5,LOW
Alligator,state_highway,0.196,1,HIGH
Alligator,major_district_road,0.295,1,MEDIUM
Pothole,major_district_road,0.166,3,MEDIUM
Longitudinal,rural_road,0.095,1,LOW
Pothole,rural_road,0.057,4,LOW
Pothole,major_district_road,0.159,2,MEDIUM
Alligator,city_road,0.203,3,MEDIUM
Pothole,national_highway,0.228,1,HIGH
Longitudinal,major_district_road,0.123,2,LOW
Alligator,major_district_road,0.163,1,MEDIUM
Pothole,city_road,0.212,1,MEDIUM
Alligator,city_road,0.0507847424002149,2,LOW
Alligator,major_district_road,0.04499193009253242,1,MEDIUM
Alligator,city_road,0.046,1,LOW
Transverse,state_highway,0.058,3,MEDIUM
Pothole,state_highway,0.056504930678628905,1,HIGH
Transverse,major_district_road,0.1,3,LOW
Alligator,city_road,0.336,2,MEDIUM
Alligator,city_road,0.164,2,LOW
Alligator,major_district_road,0.146,5,MEDIUM
Pothole,major_district_road,0.153,5,HIGH
Alligator,major_district_road,0.179,1,MEDIUM
Pothole,major_district_road,0.062,1,MEDIUM
Alligator,city_road,0.09,1,MEDIUM
Alligator,city_road,0.15459984290530338,6,MEDIUM
Pothole,major_district_road,0.089,3,MEDIUM
Longitudinal,city_road,0.073,3,LOW
Longitudinal,major_district_road,0.01,2,LOW
Longitudinal,city_road,0.078,2,LOW
Pothole,rural_road,0.102,5,LOW
Pothole,city_road,0.146,3,MEDIUM
Longitudinal,major_district_road,0.116,1,LOW
Alligator,city_road,0.156,2,MEDIUM
Alligator,city_road,0.218,2,LOW
Longitudinal,city_road,0.09391696889567054,2,LOW
Transverse,rural_road,0.15821154057716538,3,LOW
Transverse,major_district_road,0.13741739274938025,1,LOW
Alligator,city_road,0.14,2,LOW
Alligator,major_district_road,0.07,5,HIGH
Pothole,national_highway,0.022,2,HIGH
Pothole,state_highway,0.048,2,MEDIUM
Pothole,major_district_road,0.193,1,MEDIUM
Alligator,city_road,0.208,3,MEDIUM
Alligator,city_road,0.128,1,LOW
Transverse,city_road,0.3,3,LOW
Pothole,city_road,0.12,3,MEDIUM
Longitudinal,state_highway,0.0631740106090006,5,LOW
Pothole,city_road,0.153,1,MEDIUM
Transverse,major_district_road,0.209,4,LOW
Pothole,city_road,0.196,3,MEDIUM
Alligator,city_road,0.1805865298947809,2,MEDIUM
Alligator,major_district_road,0.275,2,MEDIUM
Alligator,national_highway,0.10582543898374518,3,HIGH
Pothole,city_road,0.059,2,MEDIUM
Pothole,city_road,0.368,5,MEDIUM
Longitudinal,city_road,0.33,2,LOW
Pothole,city_road,0.271,3,MEDIUM
Alligator,rural_road,0.05951393981698948,5,LOW
Longitudinal,major_district_road,0.022629035302894993,1,LOW
Pothole,rural_road,0.032,1,LOW
Transverse,city_road,0.042,2,LOW
Pothole,national_highway,0.13401725576358808,2,HIGH
Longitudinal,city_road,0.04,4,LOW
Alligator,city_road,0.029,4,LOW
Alligator,major_district_road,0.1505860224635777,1,MEDIUM
Pothole,major_district_road,0.297,1,MEDIUM
Alligator,city_road,0.135,1,MEDIUM
Transverse,city_road,0.134,2,LOW
Longitudinal,national_highway,0.215,3,MEDIUM
Alligator,city_road,0.169,3,MEDIUM
Pothole,city_road,0.147,4,MEDIUM
Transverse,major_district_road,0.01,1,LOW
Alligator,city_road,0.241,6,MEDIUM
Alligator,city_road,0.299,4,MEDIUM
Longitudinal,city_road,0.15,2,LOW
Alligator,city_road,0.3,3,MEDIUM
Pothole,city_road,0.032809274536167006,2,MEDIUM
Transverse,national_highway,0.08260718614016811,4,MEDIUM
Alligator,state_highway,0.236,4,HIGH
Alligator,city_road,0.072,1,LOW
Pothole,major_district_road,0.094,1,MEDIUM
Pothole,rural_road,0.336,1,LOW
Pothole,national_highway,0.244,2,HIGH
Transverse,major_district_road,0.06845808951613508,3,LOW
Pothole,national_highway,0.221,4,HIGH
Alligator,city_road,0.177,1,LOW
Alligator,state_highway,0.172,3,HIGH
Pothole,state_highway,0.069,1,HIGH
Transverse,city_road,0.045,1,LOW
Alligator,city_road,0.063,2,LOW
Longitudinal,city_road,0.395,4,LOW
Transverse,national_highway,0.12539424865730914,2,MEDIUM
Longitudinal,city_road,0.263,4,LOW
Longitudinal,major_district_road,0.2,1,LOW
Alligator,city_road,0.055,1,LOW
Longitudinal,rural_road,0.148,4,LOW
Longitudinal,rural_road,0.328,2,LOW
Pothole,rural_road,0.279,1,LOW
Pothole,major_district_road,0.159,5,HIGH
Alligator,city_road,0.335,2,MEDIUM
Alligator,state_highway,0.138,3,HIGH
Pothole,city_road,0.463,2,MEDIUM
Alligator,major_district_road,0.109,2,LOW
Longitudinal,major_district_road,0.10668468468295143,3,LOW
Pothole,city_road,0.177,4,MEDIUM
Pothole,city_road,0.11,3,LOW
Longitudinal,major_district_road,0.08327485710903147,4,LOW
Pothole,city_road,0.055322165983527447,5,MEDIUM
Pothole,major_district_road,0.161,2,MEDIUM
Alligator,rural_road,0.247,3,LOW
Alligator,city_road,0.204,4,MEDIUM
Pothole,city_road,0.03695020808290824,1,LOW
Alligator,major_district_road,0.082,2,MEDIUM
Pothole,major_district_road,0.156,1,MEDIUM
Pothole,city_road,0.036,3,MEDIUM
Transverse,city_road,0.059,2,LOW
Longitudinal,state_highway,0.167,2,LOW
Transverse,major_district_road,0.0906072615472657,1,LOW
Pothole,city_road,0.11235692059787264,3,MEDIUM
Longitudinal,major_district_road,0.07,3,LOW
Transverse,city_road,0.054,6,LOW
Alligator,state_highway,0.04168884536505392,1,MEDIUM
Pothole,major_district_road,0.172,1,MEDIUM
Alligator,city_road,0.015,2,LOW
Alligator,city_road,0.183,2,LOW
Pothole,national_highway,0.045,1,HIGH
Alligator,city_road,0.07972099395625477,4,MEDIUM
Longitudinal,rural_road,0.19,3,LOW
Pothole,state_highway,0.084,2,HIGH
Pothole,state_highway,0.341,1,HIGH
Pothole,major_district_road,0.145,3,MEDIUM
Transverse,city_road,0.168,1,LOW
Transverse,major_district_road,0.226,4,LOW
Alligator,rural_road,0.325,3,LOW
Pothole,major_district_road,0.063,2,MEDIUM
Alligator,major_district_road,0.11446218034410423,4,MEDIUM
Pothole,city_road,0.079,1,LOW
Longitudinal,major_district_road,0.034,1,LOW
Alligator,city_road,0.05145742305453749,3,LOW
Alligator,rural_road,0.289,2,LOW
Transverse,city_road,0.223,3,LOW
Pothole,major_district_road,0.114,2,MEDIUM
Pothole,major_district_road,0.13763440690340725,1,MEDIUM
Alligator,city_road,0.095,2,LOW
Longitudinal,major_district_road,0.073,9,LOW
Alligator,national_highway,0.175,1,HIGH
Pothole,national_highway,0.15765028912544723,4,HIGH
Pothole,city_road,0.06971112063358081,1,MEDIUM
Pothole,major_district_road,0.019590279850323696,1,MEDIUM
Transverse,city_road,0.048966304283910925,3,LOW
Pothole,major_district_road,0.211,1,MEDIUM
Pothole,national_highway,0.19645899565380726,3,HIGH
Pothole,national_highway,0.088,5,HIGH
Longitudinal,state_highway,0.287,3,MEDIUM
Longitudinal,rural_road,0.02601717035128038,3,LOW
Longitudinal,state_highway,0.075,1,LOW
Transverse,rural_road,0.228,5,LOW
Longitudinal,national_highway,0.082,5,MEDIUM
Pothole,rural_road,0.386,3,LOW
Pothole,major_district_road,0.125,5,HIGH
Transverse,rural_road,0.146,3,LOW
Pothole,city_road,0.307,2,MEDIUM
Pothole,state_highway,0.159,1,HIGH
Longitudinal,city_road,0.076,3,LOW
Pothole,rural_road,0.163,1,LOW
Alligator,city_road,0.217,4,MEDIUM
Alligator,major_district_road,0.244,3,MEDIUM
Pothole,city_road,0.055765817570146446,3,MEDIUM
Alligator,city_road,0.171,2,LOW
Pothole,city_road,0.085,5,MEDIUM
Alligator,rural_road,0.159,3,LOW
Longitudinal,city_road,0.059,2,LOW
Longitudinal,national_highway,0.326,3,MEDIUM
Pothole,major_district_road,0.295,1,MEDIUM
Alligator,major_district_road,0.101,4,MEDIUM
Longitudinal,major_district_road,0.112,3,LOW
Pothole,rural_road,0.05640761946771756,1,LOW
Pothole,major_district_road,0.212,3,MEDIUM
Alligator,city_road,0.338,3,MEDIUM
Pothole,state_highway,0.205,2,HIGH
Pothole,city_road,0.177,6,MEDIUM
Longitudinal,city_road,0.143,4,LOW
Pothole,national_highway,0.025,1,HIGH
Alligator,major_district_road,0.033,3,MEDIUM
Alligator,state_highway,0.395,1,HIGH
Pothole,rural_road,0.12,2,LOW
Alligator,rural_road,0.094,1,LOW
Pothole,major_district_road,0.419,1,MEDIUM
Alligator,state_highway,0.133,3,HIGH
Pothole,city_road,0.345,1,MEDIUM
Pothole,major_district_road,0.217,7,HIGH
Alligator,major_district_road,0.434,4,MEDIUM
Longitudinal,rural_road,0.163,2,LOW
Pothole,state_highway,0.08086026662200223,2,HIGH
Alligator,major_district_road,0.103,4,MEDIUM
Alligator,major_district_road,0.293,2,MEDIUM
Transverse,city_road,0.218,1,LOW
Longitudinal,city_road,0.122,3,LOW
Alligator,national_highway,0.072,3,HIGH
Pothole,national_highway,0.214,1,HIGH
Pothole,rural_road,0.01,2,LOW
Pothole,major_district_road,0.202,1,MEDIUM
Alligator,major_district_road,0.096,1,MEDIUM
Transverse,major_district_road,0.33,6,LOW
Pothole,major_district_road,0.084,2,MEDIUM
Pothole,major_district_road,0.046153574573571,3,MEDIUM
Pothole,city_road,0.228,2,MEDIUM
Transverse,city_road,0.045,3,LOW
Alligator,city_road,0.07499246230580951,3,LOW
Pothole,city_road,0.123,5,MEDIUM
Pothole,city_road,0.089,2,MEDIUM
Pothole,national_highway,0.072,2,HIGH
Alligator,city_road,0.228,2,LOW
Longitudinal,national_highway,0.194,2,LOW
Transverse,rural_road,0.175,3,LOW
Transverse,rural_road,0.101,1,LOW
Alligator,major_district_road,0.143,1,MEDIUM
Longitudinal,city_road,0.042,2,LOW
Alligator,state_highway,0.189,2,HIGH
Alligator,city_road,0.128,1,LOW
Pothole,national_highway,0.16,2,HIGH
Alligator,major_district_road,0.044,4,MEDIUM
Pothole,national_highway,0.07688354019929086,2,HIGH
Pothole,major_district_road,0.08951278052686051,2,MEDIUM
Longitudinal,major_district_road,0.069,2,LOW
Pothole,city_road,0.041,1,LOW
Longitudinal,national_highway,0.2075947701996615,5,MEDIUM
Pothole,rural_road,0.08427804303223144,3,LOW
Alligator,major_district_road,0.05126778477451324,3,MEDIUM
Pothole,city_road,0.025,2,MEDIUM
Pothole,major_district_road,0.089,4,MEDIUM
Pothole,city_road,0.23,5,MEDIUM
Longitudinal,city_road,0.203,2,LOW
Pothole,major_district_road,0.11,3,MEDIUM
Alligator,rural_road,0.04,4,LOW
Pothole,state_highway,0.272,3,HIGH
Alligator,major_district_road,0.182,3,MEDIUM
Transverse,city_road,0.138,4,LOW
Alligator,major_district_road,0.079,1,MEDIUM
Pothole,city_road,0.315,1,MEDIUM
Alligator,city_road,0.202,4,MEDIUM
Pothole,major_district_road,0.2291982178353558,4,HIGH
Pothole,city_road,0.097,1,MEDIUM
Pothole,city_road,0.084,1,LOW
Alligator,state_highway,0.304,1,HIGH
Pothole,major_district_road,0.1888354713833712,1,MEDIUM
Longitudinal,rural_road,0.159,4,LOW
Pothole,national_highway,0.0687751577976942,1,HIGH
Transverse,state_highway,0.11978514139006134,6,MEDIUM
Transverse,major_district_road,0.16,3,LOW
Transverse,city_road,0.04479148617435781,3,LOW
Longitudinal,city_road,0.167,2,LOW
Pothole,city_road,0.013,3,MEDIUM
Longitudinal,national_highway,0.084,4,MEDIUM
Alligator,state_highway,0.18737276119637666,1,HIGH
Longitudinal,city_road,0.08659368383832362,2,LOW
Longitudinal,state_highway,0.046,1,LOW
Alligator,city_road,0.221,3,MEDIUM
Alligator,rural_road,0.07185709658715257,1,LOW
Transverse,rural_road,0.05534821249075286,3,LOW
Alligator,national_highway,0.135,2,HIGH
Longitudinal,major_district_road,0.266,1,LOW
Transverse,major_district_road,0.186,2,LOW
Pothole,state_highway,0.044,1,HIGH
Pothole,city_road,0.061,1,LOW
Pothole,city_road,0.178,1,MEDIUM
Transverse,state_highway,0.222,2,MEDIUM
Transverse,city_road,0.138,4,LOW
Transverse,city_road,0.233,6,LOW
Pothole,city_road,0.039,2,MEDIUM
Transverse,state_highway,0.344,1,MEDIUM
Transverse,rural_road,0.25,4,LOW
Pothole,national_highway,0.347,1,HIGH
Pothole,city_road,0.088,4,MEDIUM
Alligator,major_district_road,0.08,5,MEDIUM
Transverse,state_highway,0.134,1,LOW
Pothole,rural_road,0.034,3,LOW
Alligator,city_road,0.277,2,LOW
Longitudinal,national_highway,0.108,2,LOW
Pothole,city_road,0.049714795952598485,4,MEDIUM
Pothole,state_highway,0.197,1,HIGH
Pothole,city_road,0.1,3,MEDIUM
Transverse,city_road,0.087,1,LOW
Pothole,city_road,0.056,1,LOW
Alligator,state_highway,0.26,1,HIGH
Transverse,city_road,0.158,4,MEDIUM
Longitudinal,city_road,0.23,2,LOW
Alligator,city_road,0.434,1,LOW
Transverse,city_road,0.361,4,LOW
Pothole,city_road,0.213,3,MEDIUM
Alligator,city_road,0.05796181662129327,3,LOW
Pothole,city_road,0.115,3,MEDIUM
Transverse,city_road,0.087,2,LOW
Longitudinal,city_road,0.133,3,LOW
Pothole,city_road,0.047229872297771744,1,MEDIUM
Alligator,national_highway,0.089,1,HIGH
Alligator,city_road,0.209,3,MEDIUM
Pothole,major_district_road,0.276,3,HIGH
Alligator,city_road,0.194,3,MEDIUM
Pothole,city_road,0.049,3,MEDIUM
Pothole,rural_road,0.03574320642998066,1,LOW
Pothole,city_road,0.165,2,MEDIUM
Longitudinal,city_road,0.147,4,LOW
Longitudinal,city_road,0.308,3,LOW
Pothole,major_district_road,0.01,2,MEDIUM
Alligator,city_road,0.13336550664466196,1,LOW
Pothole,major_district_road,0.186,4,MEDIUM
Alligator,rural_road,0.05602208578774587,3,LOW
Pothole,major_district_road,0.212,5,HIGH
Pothole,major_district_road,0.20221717240556966,4,HIGH
Longitudinal,city_road,0.142,3,LOW
Pothole,state_highway,0.141,6,HIGH
Transverse,state_highway,0.224,4,HIGH
Pothole,national_highway,0.07176876050252115,4,HIGH
Transverse,city_road,0.065,3,LOW
Pothole,city_road,0.077,3,MEDIUM
Pothole,rural_road,0.067,4,LOW
Transverse,city_road,0.245,3,LOW
Alligator,national_highway,0.071,6,HIGH
Transverse,major_district_road,0.03676960610926434,1,LOW
Pothole,major_district_road,0.171,1,MEDIUM
Pothole,major_district_road,0.121,1,MEDIUM
Transverse,national_highway,0.096,1,MEDIUM
Alligator,major_district_road,0.105,3,MEDIUM
Alligator,city_road,0.167,1,LOW
Pothole,major_district_road,0.096361204280868,5,MEDIUM
Transverse,city_road,0.178,1,LOW
Alligator,rural_road,0.188,2,LOW
Pothole,city_road,0.325,3,MEDIUM
Transverse,city_road,0.305,3,LOW
Pothole,city_road,0.293,1,MEDIUM
Pothole,rural_road,0.07928024764638841,1,LOW
Alligator,city_road,0.247,5,MEDIUM
Transverse,major_district_road,0.176,2,LOW
Transverse,city_road,0.063,3,LOW
Transverse,city_road,0.107,2,LOW
Pothole,state_highway,0.11944341994935645,7,HIGH
Pothole,major_district_road,0.234,3,MEDIUM
Longitudinal,major_district_road,0.122,2,LOW
Longitudinal,city_road,0.218,4,LOW
Alligator,city_road,0.285,1,LOW
Pothole,national_highway,0.279,1,HIGH
Longitudinal,city_road,0.094,2,LOW
Alligator,rural_road,0.161,2,LOW
Transverse,state_highway,0.03,3,MEDIUM
Longitudinal,city_road,0.111,4,LOW
Alligator,city_road,0.176,3,MEDIUM
Longitudinal,state_highway,0.052,2,MEDIUM
Alligator,city_road,0.208,1,MEDIUM
Transverse,major_district_road,0.153,7,MEDIUM
Alligator,major_district_road,0.164,1,MEDIUM
Longitudinal,city_road,0.209,5,LOW
Longitudinal,city_road,0.1450631874913333,1,LOW
Pothole,major_district_road,0.136,1,MEDIUM
Pothole,national_highway,0.086,2,HIGH
Alligator,rural_road,0.353,5,LOW
Alligator,rural_road,0.101,3,LOW
Alligator,major_district_road,0.152,4,MEDIUM
Longitudinal,city_road,0.3,2,LOW
Pothole,major_district_road,0.027202957337681112,1,MEDIUM
Pothole,major_district_road,0.12944478819648578,1,MEDIUM
Pothole,city_road,0.15,3,MEDIUM
Pothole,city_road,0.076,1,LOW
Longitudinal,major_district_road,0.037,1,LOW
Alligator,city_road,0.226,5,MEDIUM
Alligator,rural_road,0.146,3,LOW
Alligator,major_district_road,0.111,1,LOW
Pothole,state_highway,0.126,3,HIGH
Pothole,city_road,0.043,1,LOW
Transverse,city_road,0.116,1,LOW
Pothole,city_road,0.01,3,MEDIUM
Pothole,major_district_road,0.04419681360994987,2,LOW
Pothole,city_road,0.05155575596504398,2,MEDIUM
Pothole,city_road,0.186,3,MEDIUM
Alligator,city_road,0.043,1,LOW
Alligator,city_road,0.114,1,LOW
Longitudinal,city_road,0.072,2,LOW
Alligator,state_highway,0.034322274937856646,2,MEDIUM
Longitudinal,state_highway,0.145,1,LOW
Transverse,rural_road,0.089,3,LOW
Alligator,national_highway,0.138,1,HIGH
Pothole,rural_road,0.052,2,LOW
Pothole,rural_road,0.137,4,LOW
Alligator,national_highway,0.099,1,HIGH
Transverse,major_district_road,0.243,3,LOW
Pothole,major_district_road,0.188,4,MEDIUM
Pothole,rural_road,0.028,3,LOW
Transverse,major_district_road,0.096,4,LOW
Longitudinal,city_road,0.08,4,LOW
Alligator,major_district_road,0.03,1,MEDIUM
Pothole,city_road,0.211,1,MEDIUM
Pothole,city_road,0.172,5,MEDIUM
Transverse,national_highway,0.155,2,MEDIUM
Pothole,rural_road,0.326,4,LOW
Alligator,major_district_road,0.016252323434157518,2,LOW
Pothole,major_district_road,0.09782132668728111,3,MEDIUM
Pothole,major_district_road,0.177,5,MEDIUM
Pothole,major_district_road,0.363,2,MEDIUM
Alligator,major_district_road,0.349,2,MEDIUM
Alligator,state_highway,0.366,5,HIGH
Pothole,city_road,0.14,1,MEDIUM
Pothole,city_road,0.121,3,MEDIUM
Alligator,major_district_road,0.276,4,MEDIUM
Transverse,major_district_road,0.015,3,LOW
Alligator,city_road,0.173,2,LOW
Pothole,rural_road,0.01,3,LOW
Alligator,state_highway,0.062,2,HIGH
Pothole,state_highway,0.038,5,HIGH
Pothole,rural_road,0.12912848739367058,2,LOW
Transverse,state_highway,0.093,1,HIGH
Longitudinal,city_road,0.17785244875983036,4,LOW
Pothole,rural_road,0.02,3,LOW
Transverse,state_highway,0.1386498064005593,6,MEDIUM
Transverse,state_highway,0.03916332526747944,1,LOW
Alligator,rural_road,0.216,1,LOW
Alligator,major_district_road,0.17002337999244613,1,MEDIUM
Alligator,city_road,0.165,1,LOW
Pothole,state_highway,0.09,4,HIGH
Alligator,city_road,0.106,3,MEDIUM
Alligator,major_district_road,0.107,2,MEDIUM
Pothole,city_road,0.069,1,LOW
Pothole,city_road,0.158,3,MEDIUM
Transverse,major_district_road,0.137,4,LOW
Longitudinal,city_road,0.11880079326564415,2,LOW
Pothole,major_district_road,0.087,2,MEDIUM
Alligator,city_road,0.125,6,MEDIUM
Pothole,national_highway,0.217,4,HIGH
Transverse,major_district_road,0.031310227713513536,5,LOW
Pothole,city_road,0.096,1,MEDIUM
Alligator,city_road,0.033,3,MEDIUM
Pothole,national_highway,0.145,1,HIGH
Longitudinal,major_district_road,0.293,3,LOW
Alligator,city_road,0.209,3,MEDIUM
Pothole,state_highway,0.061813641781373524,2,HIGH
Transverse,national_highway,0.0302141197544131,3,MEDIUM
Pothole,city_road,0.024007474956405865,2,MEDIUM
Transverse,city_road,0.055,3,LOW
Alligator,major_district_road,0.109,5,MEDIUM
Pothole,city_road,0.068,3,MEDIUM
Alligator,major_district_road,0.438,1,MEDIUM
Alligator,state_highway,0.01,7,HIGH
Transverse,city_road,0.167,2,LOW
Pothole,state_highway,0.26,3,HIGH
Alligator,major_district_road,0.146,3,LOW
Transverse,city_road,0.267,1,LOW
Alligator,major_district_road,0.07,2,MEDIUM
Transverse,city_road,0.037,4,LOW
Pothole,city_road,0.319,4,MEDIUM
Alligator,city_road,0.254,1,LOW
